City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Ulaangom,MN,49.9811,92.0667,9.95,76,12,4.68,few clouds
454,Honningsvag,NO,70.9821,25.9704,28.15,86,100,27.63,light snow
455,Saquarema,BR,-22.92,-42.5103,78.94,89,100,3.42,light rain
456,Tete,MZ,-16.1564,33.5867,75.29,88,40,5.01,scattered clouds
457,Korsakov,RU,46.6328,142.7813,26.44,80,5,6.4,clear sky
458,Broome,US,42.2506,-75.833,20.46,64,75,21.85,broken clouds
459,Roald,NO,62.5833,6.1333,38.75,75,92,11.5,overcast clouds
460,Pont-A-Mousson,FR,48.9079,6.0589,58.26,43,0,6.91,clear sky
461,Ankang,CN,32.68,109.0172,55.04,71,20,2.57,few clouds
462,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,85,20,6.64,few clouds
463,Ordzhonikidze,KZ,52.4411,61.7408,23.94,92,100,10.02,overcast clouds
464,Kupino,RU,54.3663,77.2981,26.85,96,98,5.46,overcast clouds
465,Muros,ES,42.7762,-9.0603,60.67,74,99,6.78,overcast clouds
466,Sayyan,YE,15.1718,44.3244,51.53,35,3,9.75,clear sky
467,Ventspils,LV,57.3894,21.5606,39.13,75,0,9.22,clear sky
468,Meiganga,CM,6.5167,14.3,72.99,16,78,6.64,broken clouds
469,Tabou,CI,4.423,-7.3528,80.31,88,81,5.01,broken clouds
470,Rocha,UY,-34.4833,-54.3333,64.49,70,1,8.79,clear sky
471,Santa Ana,US,33.7456,-117.8678,64.65,81,75,10.36,broken clouds
472,Aswan,EG,24.0934,32.907,70.9,16,0,6.91,clear sky
473,Gat,IL,31.61,34.7642,64.4,41,0,3.98,clear sky
474,Brownsville,US,25.9018,-97.4975,82.35,56,40,27.63,scattered clouds
475,Datong,CN,40.0936,113.2914,40.82,64,98,2.53,overcast clouds
476,Torrington,US,41.8007,-73.1212,26.76,44,100,11.01,overcast clouds
477,Trairi,BR,-3.2778,-39.2689,75.79,94,100,5.79,light rain
478,Olinda,BR,-8.0089,-34.8553,83.93,74,40,5.75,scattered clouds
479,La Ligua,CL,-32.4524,-71.2311,66.42,58,0,5.77,clear sky
480,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.03,93,83,4.12,moderate rain
481,La Rioja,ES,42.25,-2.5,47.98,69,100,6.02,overcast clouds
482,Shenjiamen,CN,29.9576,122.298,49.93,69,47,5.66,scattered clouds
483,Kouango,CF,4.9934,19.9619,79.27,21,100,3.22,overcast clouds
484,Skibbereen,IE,51.55,-9.2667,46.11,87,10,6.6,clear sky
485,Berlevag,NO,70.8578,29.0864,28.35,74,75,24.16,broken clouds
486,Maralal,KE,1.0968,36.698,61.75,77,55,4.07,broken clouds
487,Whitianga,NZ,-36.8333,175.7,70.32,64,26,9.57,scattered clouds
488,Okhotsk,RU,59.3833,143.3,3.22,69,0,15.01,clear sky
489,Mongo,TD,12.1844,18.693,77.68,8,10,8.5,clear sky
490,Banjarmasin,ID,-3.3244,114.591,75.34,93,77,0.96,light rain
491,Arinos,BR,-15.9169,-46.1056,80.4,43,11,1.81,few clouds
492,Nome,US,64.5011,-165.4064,21.0,80,89,7.61,overcast clouds
493,Zhigansk,RU,66.7697,123.3711,-5.71,99,98,7.87,overcast clouds
494,Dindigul,IN,10.35,77.95,78.71,78,0,2.28,clear sky
495,Calabozo,VE,8.9242,-67.4293,93.61,31,100,5.26,overcast clouds
496,Sarahan,IN,31.5167,77.8,50.45,35,0,8.28,clear sky
497,Rawson,AR,-43.3002,-65.1023,71.46,30,18,15.39,few clouds
498,Dharchula,IN,29.85,80.5333,61.38,35,0,6.96,clear sky
499,Yining,CN,29.0361,114.5636,51.57,93,75,3.13,broken clouds
500,Turukhansk,RU,65.8167,87.9833,12.87,92,100,12.1,overcast clouds
501,Hearst,CA,49.6835,-83.6665,19.65,76,100,8.61,overcast clouds
502,Vadakku Valliyur,IN,8.3833,77.65,78.04,85,24,4.09,few clouds
503,Tazmalt,DZ,36.3868,4.3989,62.46,51,100,5.82,overcast clouds
504,Aksarka,RU,66.5606,67.7975,26.73,96,100,9.98,light snow
505,Portland,US,45.5234,-122.6762,63.63,72,100,3.0,overcast clouds
506,Soyo,AO,-6.1349,12.3689,79.63,87,100,7.0,moderate rain
507,Jaru,BR,-10.4389,-62.4664,79.34,91,83,2.3,moderate rain
508,Porterville,US,36.0652,-119.0168,63.59,55,40,4.61,scattered clouds
509,Aripuana,BR,-9.1667,-60.6333,76.26,95,89,1.54,overcast clouds
510,Nagato,JP,34.3833,131.2,45.19,70,100,3.36,overcast clouds
511,Mugur-Aksy,RU,50.35,90.5,2.17,87,24,6.76,few clouds
512,Saldanha,ZA,-33.0117,17.9442,60.85,91,100,12.26,overcast clouds
513,Chulym,RU,55.0997,80.9572,25.74,97,95,6.53,overcast clouds
514,Sampit,ID,-2.5333,112.95,73.29,99,47,1.57,scattered clouds
515,Merauke,ID,-8.4667,140.3333,76.24,94,100,13.0,moderate rain
516,Kysyl-Syr,RU,63.8986,122.7617,-7.02,100,100,3.27,overcast clouds
517,Maldonado,UY,-34.6667,-54.9167,74.59,56,1,5.66,clear sky
518,Douglas,US,41.3,-96.167,54.75,29,0,18.41,clear sky
519,Ust-Maya,RU,60.4167,134.5333,6.42,93,99,2.35,overcast clouds
520,Boulsa,BF,12.6675,-0.5758,86.43,6,7,9.26,clear sky
521,Praia,CV,14.9215,-23.5087,70.34,73,40,18.41,scattered clouds
522,Port Shepstone,ZA,-30.7414,30.455,72.32,85,0,13.38,clear sky
523,Talara,PE,-4.5772,-81.2719,83.16,61,0,13.8,clear sky
524,Arteaga,MX,18.4667,-102.4167,85.62,19,9,7.67,clear sky
525,Batemans Bay,AU,-35.7167,150.1833,67.1,88,100,5.41,light rain
526,Salinas,US,36.6777,-121.6555,61.61,74,75,10.36,broken clouds
527,Moose Factory,CA,51.2585,-80.6094,17.6,41,0,14.97,clear sky
528,Komsomolskiy,UZ,40.4272,71.7189,50.72,71,100,4.61,overcast clouds
529,Pacific Grove,US,36.6177,-121.9166,59.11,84,100,5.01,overcast clouds
530,Makakilo City,US,21.3469,-158.0858,79.61,60,75,5.75,broken clouds
531,Loiza,PR,18.4313,-65.8802,83.62,79,26,9.93,scattered clouds
532,Houston,US,29.7633,-95.3633,85.33,51,40,11.01,scattered clouds
533,Imbituba,BR,-28.24,-48.6703,70.95,78,25,5.77,scattered clouds
534,Chernyshevskiy,RU,63.0128,112.4714,-12.68,100,98,2.53,overcast clouds
535,Esna,EG,25.2934,32.554,64.42,14,0,9.28,clear sky
536,Coihaique,CL,-45.5752,-72.0662,47.01,66,75,6.91,broken clouds
537,Serebryansk,KZ,49.6925,83.2892,25.95,97,100,4.29,light snow
538,Halifax,CA,44.6453,-63.5724,41.52,84,75,10.36,broken clouds
539,Salisbury,GB,51.0693,-1.7957,55.45,79,100,5.75,overcast clouds
540,Rincon,US,32.296,-81.2354,76.96,41,0,9.6,clear sky
541,Salalah,OM,17.0151,54.0924,80.56,28,0,12.75,clear sky
542,Saint Peters,US,38.8003,-90.6265,50.79,36,100,5.01,overcast clouds
543,Anadyr,RU,64.75,177.4833,-8.9,77,0,2.24,clear sky
544,Sechura,PE,-5.5569,-80.8222,79.43,62,100,13.15,overcast clouds
545,Raisen,IN,23.3333,77.8,77.9,17,9,6.06,clear sky
546,Lubango,AO,-14.9172,13.4925,61.56,64,47,3.06,scattered clouds
547,Kloulklubed,PW,7.0419,134.2556,82.2,76,38,12.1,scattered clouds
548,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.38,72,13,10.18,few clouds
549,Gibara,CU,21.1097,-76.1317,76.93,56,1,16.55,clear sky
550,Banda Aceh,ID,5.5577,95.3222,79.54,80,5,3.65,clear sky
551,Matagami,CA,49.7502,-77.6328,12.31,73,100,13.8,overcast clouds
552,Acapulco,MX,16.8634,-99.8901,85.21,41,0,10.33,clear sky
553,Lata,PT,40.1629,-8.3327,57.16,65,100,3.44,overcast clouds
554,Dunedin,NZ,-45.8742,170.5036,57.78,90,100,1.39,overcast clouds
555,Mirabad,AF,30.4362,61.8383,68.97,16,0,15.08,clear sky
556,Carepa,CO,7.7585,-76.6525,85.78,74,40,16.11,scattered clouds
557,Port Hawkesbury,CA,45.6169,-61.3485,36.59,98,100,4.61,mist
558,Verkhniy Baskunchak,RU,48.2256,46.7217,32.47,56,61,21.99,broken clouds
559,Gazanjyk,TM,39.2446,55.5154,40.87,47,52,9.55,broken clouds
560,Porto Velho,BR,-8.7619,-63.9039,84.25,74,20,2.3,few clouds
561,Santa Marinella,IT,42.0345,11.8536,48.11,74,1,3.2,clear sky
562,Twin Falls,US,42.3505,-114.6445,61.14,48,0,12.66,clear sky
563,Hays,US,30.0502,-98.0336,86.59,39,20,8.99,few clouds
564,Igarka,RU,67.4667,86.5833,12.29,94,100,14.25,overcast clouds
565,Finschhafen,PG,-6.6024,147.8681,78.96,85,100,4.85,moderate rain
566,Sakakah,SA,29.9697,40.2064,56.77,30,0,10.31,clear sky
567,Koltubanovskiy,RU,52.9407,52.0269,18.36,90,99,9.48,overcast clouds
568,Muscatine,US,41.4667,-91.1335,44.78,29,0,11.5,clear sky
569,Neryungri,RU,56.6709,124.6491,11.08,87,100,16.49,overcast clouds
570,Mongar,BT,27.2747,91.2396,57.07,63,91,2.19,overcast clouds
571,Kapoeta,SS,4.7717,33.5903,80.62,49,100,4.76,overcast clouds
572,Pemangkat,ID,1.1667,108.9667,77.76,86,97,4.92,overcast clouds
573,Huesca,ES,42.1362,-0.4087,51.06,63,0,4.0,clear sky
574,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,81.05,68,84,4.23,broken clouds
575,Balkhash,KZ,46.844,74.9804,33.53,82,6,7.36,clear sky
576,Vila Velha,BR,-20.3297,-40.2925,80.55,85,0,12.66,clear sky
577,Bonthe,SL,7.5264,-12.505,77.14,77,59,8.3,light rain
578,Hofn,IS,64.2539,-15.2082,32.43,71,100,12.75,overcast clouds
579,Nena,PH,11.7658,125.4178,78.01,89,40,8.3,scattered clouds
580,Taoudenni,ML,22.6783,-3.9836,91.83,9,100,9.15,overcast clouds
581,Regina,CA,50.4501,-104.6178,40.03,61,100,20.71,overcast clouds
582,Bisho,ZA,-32.8472,27.4422,74.91,36,44,8.19,scattered clouds
583,Tual,ID,-5.6667,132.75,83.03,74,100,12.71,light rain
584,Creel,MX,27.75,-107.6333,68.38,11,81,18.45,broken clouds
585,Grand Gaube,MU,-20.0064,57.6608,75.6,82,19,3.0,few clouds
586,Tocopilla,CL,-22.092,-70.1979,70.0,74,20,10.87,few clouds
587,Charleston,US,32.7766,-79.9309,74.32,42,0,16.11,clear sky
588,Cortez,US,37.3489,-108.5859,62.69,19,99,14.97,overcast clouds
589,Murighiol,RO,45.0333,29.1667,41.49,63,0,13.89,clear sky
590,Gonen,TR,40.1049,27.654,56.01,27,100,4.54,overcast clouds
591,Haines Junction,CA,60.7522,-137.5108,37.35,44,100,2.3,overcast clouds
592,Henties Bay,NA,-22.116,14.2845,64.63,77,57,5.39,broken clouds
593,Veracruz,MX,19.3333,-96.6667,82.13,38,0,9.93,clear sky
594,Chapais,CA,49.7834,-74.8492,10.18,86,100,11.3,light snow
595,Cravo Norte,CO,6.3017,-70.2041,86.74,52,97,5.95,overcast clouds
596,Concordia,AR,-31.393,-58.0209,80.67,57,0,6.91,clear sky
597,Kuito,AO,-12.3833,16.9333,61.81,89,96,2.82,overcast clouds
598,Salme,NP,28.0369,85.0942,57.49,36,0,6.89,clear sky
599,Chulman,RU,56.8479,124.9104,11.75,89,100,15.95,overcast clouds
600,Natal,BR,-5.795,-35.2094,82.62,83,20,10.36,few clouds
601,Saint-Pierre,RE,-21.3393,55.4781,78.48,76,31,6.91,scattered clouds
602,Swellendam,ZA,-34.0226,20.4417,70.56,52,98,1.45,overcast clouds
603,Schleswig,DE,54.5167,9.55,43.79,89,99,12.66,overcast clouds
604,Labe,GN,11.3182,-12.2833,81.37,34,94,2.82,overcast clouds
605,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,20,20,27.63,few clouds
606,Kopong,BW,-24.4833,25.8833,64.63,77,0,3.44,clear sky
607,Manokwari,ID,-0.8667,134.0833,78.64,77,100,6.64,moderate rain
608,Kupang,ID,-10.1667,123.5833,77.61,85,96,2.44,overcast clouds
609,Labuhan,ID,-6.8844,112.2051,76.66,87,87,5.12,overcast clouds
610,Pokhara,NP,28.2333,83.9833,65.61,24,0,6.55,clear sky
611,Mangai,CD,-4.05,19.5333,70.65,98,98,1.57,overcast clouds
612,Oranjemund,NA,-28.55,16.4333,63.82,76,0,4.65,clear sky
613,Asyut,EG,27.181,31.1837,60.98,20,0,7.76,clear sky
614,Namuac,PH,18.6109,121.1657,77.81,87,36,12.48,scattered clouds
615,Basco,PH,20.4487,121.9702,78.35,81,42,21.79,scattered clouds
616,Harper,LR,4.375,-7.7169,80.35,88,86,5.48,overcast clouds
617,Uspenka,UA,48.3903,39.1619,36.37,61,20,24.0,few clouds
618,Adrar,MR,20.5022,-10.0711,84.34,15,99,8.72,overcast clouds
619,Asau,RO,46.4333,26.4,45.52,63,0,7.02,clear sky
620,Teya,RU,60.3778,92.6267,-4.65,100,100,3.13,overcast clouds
621,Poya,NC,-21.35,165.15,80.62,74,97,6.53,overcast clouds
622,Walvis Bay,NA,-22.9575,14.5053,62.1,77,16,7.43,few clouds
623,Lalibela,ET,12.0333,39.0333,59.4,37,11,7.36,few clouds
624,Santa Fe,AR,-31.6333,-60.7,77.92,61,4,1.99,light rain
625,Tuim,RU,54.3417,89.9261,18.16,90,83,5.37,broken clouds
626,Winnemucca,US,40.973,-117.7357,57.25,38,100,12.66,light rain
627,Hambantota,LK,6.1241,81.1185,77.34,100,20,2.3,few clouds
628,Mishawaka,US,41.662,-86.1586,33.39,47,29,10.0,scattered clouds
629,Evanston,US,42.0411,-87.6901,38.55,48,84,4.0,broken clouds
630,El Aguila,CO,4.9135,-76.04,73.13,85,98,1.23,moderate rain
631,Qaqortoq,GL,60.7167,-46.0333,28.45,75,42,5.03,scattered clouds
632,Ukiah,US,39.1502,-123.2078,59.38,89,100,1.28,light rain
633,Medicine Hat,CA,50.0501,-110.6683,58.71,39,75,17.27,broken clouds
634,Santa Maria,BR,-29.6842,-53.8069,78.1,57,0,6.91,clear sky
635,Cristalina,BR,-16.7686,-47.6136,72.66,53,65,3.36,broken clouds
636,Calbuco,CL,-41.768,-73.1273,56.41,79,58,17.11,light rain
637,Roma,US,43.2128,-75.4557,20.37,73,100,21.85,overcast clouds
638,Binga,ZW,-17.6203,27.3414,71.17,85,21,1.88,light rain
639,Odienne,CI,9.51,-7.5692,86.49,40,89,3.83,overcast clouds
640,Leningradskiy,RU,69.3833,178.4167,-7.85,93,39,0.98,scattered clouds
641,Willowmore,ZA,-33.2926,23.4895,77.5,36,72,6.35,broken clouds
642,Boralday,KZ,43.3578,76.8594,37.26,81,75,2.24,broken clouds
643,Boguchany,RU,58.3814,97.4531,-2.4,100,94,1.12,overcast clouds
644,Sabancuy,MX,18.9667,-91.1833,82.33,56,11,10.8,few clouds
645,Ballina,AU,-28.8667,153.5667,68.02,99,100,19.71,heavy intensity rain
646,Ondjiva,AO,-17.0667,15.7333,70.99,35,100,1.63,overcast clouds
647,Teavaro,PF,-17.5,-149.7667,85.48,62,40,8.05,scattered clouds
648,Belle Fourche,US,44.6714,-103.8522,80.51,26,68,12.28,broken clouds
649,Troitsko-Pechorsk,RU,62.7084,56.1964,9.59,97,100,3.58,overcast clouds
650,New Richmond,US,45.123,-92.5366,39.07,25,0,8.05,clear sky
651,Eureka,US,40.8021,-124.1637,61.75,88,99,8.81,overcast clouds
652,Sol-Iletsk,RU,51.1631,54.9918,14.32,97,77,8.34,broken clouds
653,Watertown,US,42.3709,-71.1828,30.38,36,100,14.0,overcast clouds
654,Taupo,NZ,-38.6833,176.0833,63.19,76,77,5.82,broken clouds
655,Kenai,US,60.5544,-151.2583,40.03,82,100,18.99,overcast clouds
656,Lokosovo,RU,61.1333,74.8167,24.26,92,100,11.1,overcast clouds
657,Pawa,PH,13.1747,123.7328,77.31,91,89,7.16,overcast clouds
658,Mnogovershinnyy,RU,53.9353,139.9242,18.73,81,20,4.81,few clouds
659,Nouadhibou,MR,20.931,-17.0347,64.42,88,48,10.58,scattered clouds
660,Atar,MR,20.5169,-13.0499,82.78,24,100,7.38,overcast clouds
661,Yerbogachen,RU,61.2767,108.0108,-5.24,100,89,3.83,overcast clouds
662,Chake Chake,TZ,-5.2459,39.7666,80.51,78,98,4.29,overcast clouds
663,Yaan,NG,7.3833,8.5667,85.08,11,25,1.32,scattered clouds
664,Biak,ID,-0.9131,122.8766,76.64,77,91,0.47,overcast clouds
665,Kirkenes,NO,69.7271,30.0458,21.42,74,100,18.39,light snow
666,Carbondale,US,37.7273,-89.2168,49.05,39,40,5.75,scattered clouds
667,Miranda,CO,3.2499,-76.2281,73.08,87,100,1.28,light rain
668,Teluk Nibung,ID,3.001,99.8164,76.55,94,50,5.93,scattered clouds
669,Elizabeth City,US,36.2946,-76.2511,56.01,28,9,11.01,clear sky
670,Prieska,ZA,-29.6641,22.7474,76.21,31,0,12.28,clear sky
671,Salinopolis,BR,-0.6136,-47.3561,77.16,92,100,12.26,moderate rain
672,Kaffrine,SN,14.1059,-15.5508,81.57,32,66,13.42,broken clouds
673,Saint Stephen,GB,50.3333,-4.9,53.87,76,98,3.44,overcast clouds
674,Phra Phutthabat,TH,14.7253,100.7954,81.82,85,99,1.68,light rain
675,Port Augusta,AU,-32.5,137.7667,67.69,69,0,7.49,clear sky
676,Shestakovo,RU,56.4915,103.96,4.39,99,100,2.77,overcast clouds
677,Oksfjord,NO,70.2396,22.3479,27.0,72,100,13.98,light snow
678,Podbrdo,BA,44.4408,17.0139,44.2,80,50,4.97,scattered clouds
679,Aloleng,PH,16.1307,119.7824,79.66,74,13,11.97,few clouds
680,Saint Anthony,US,45.0205,-93.218,39.24,30,75,9.22,broken clouds
681,Almaznyy,RU,48.0448,40.045,35.04,66,16,26.51,few clouds
682,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,64,20,11.18,few clouds
683,Saint Pete Beach,US,27.7253,-82.7412,80.26,62,0,11.5,clear sky
684,Goundam,ML,16.4145,-3.6708,86.25,8,26,8.84,scattered clouds
685,Baoning,CN,25.3378,110.026,57.96,89,94,0.54,overcast clouds
686,Potam,MX,27.6,-110.3833,84.58,24,47,17.54,scattered clouds
687,Moron,AR,-34.6534,-58.6198,77.02,64,2,7.87,clear sky
688,Anloga,GH,5.7947,0.8973,82.8,85,75,15.17,broken clouds
689,Ubon Ratchathani,TH,15.1667,105.1667,73.0,86,76,3.09,broken clouds
690,Mayo,US,38.8876,-76.5119,36.25,40,75,26.46,broken clouds
691,Morgan City,US,29.6994,-91.2068,80.02,58,0,11.05,clear sky
692,Ojinaga,MX,29.5667,-104.4167,91.58,13,0,0.0,clear sky
693,Novo Cruzeiro,BR,-17.4681,-41.8753,66.88,78,49,2.3,scattered clouds
694,Port Macquarie,AU,-31.4333,152.9167,67.89,100,100,4.61,heavy intensity rain
695,Clinton,US,42.587,-82.9199,31.89,47,29,5.99,scattered clouds
696,Clovis,US,36.8252,-119.7029,65.03,57,99,3.0,overcast clouds
697,Omboue,GA,-1.5746,9.2618,74.62,97,100,3.94,moderate rain
698,Port Hedland,AU,-20.3167,118.5667,82.45,74,94,5.75,light rain
699,Luderitz,NA,-26.6481,15.1594,61.3,86,6,1.74,clear sky
700,Saint-Jerome,CA,45.7804,-74.0036,18.99,57,100,11.5,overcast clouds
701,San Marcos De Colon,HN,13.4333,-86.8,89.33,31,87,10.74,overcast clouds
702,Port Keats,AU,-14.25,129.55,79.74,85,73,2.8,broken clouds
703,Slave Lake,CA,55.2834,-114.769,37.62,71,100,2.33,overcast clouds
704,Santa Rosa,PH,14.3122,121.1114,82.11,80,73,11.88,broken clouds
705,Maturin,VE,9.75,-63.1767,82.81,58,92,10.09,overcast clouds
706,Nevsehir,TR,38.9167,34.6667,34.81,70,0,8.05,clear sky
707,Aketi,CD,2.7388,23.7833,80.46,37,81,2.93,broken clouds
708,Barhi,IN,23.9,80.8,76.64,16,2,5.53,clear sky
709,Baruun-Urt,MN,46.6806,113.2792,17.82,62,40,9.53,scattered clouds
